"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","numqs","win","lose","save","strikeout","numofmatches","innings","strikeoutrate","numofpitches","numofbatters","hitsallowed","homerunallowed","basesonballs","hitbypitch","intentionalwalk","runsallowed","earnedruns","completegames","shutouts","nowalk","opponentsbattingaverage","qsrate","supportpoint","runsupport","whip","maxspeed","minspeed","ballspeeddifference"
"76","1100042","playerP","江柄子 裕樹","巨人","2017","0.500","---","1.000","1.000","---","0.000","0.000","0.000","0.500","---","0.000","---","---","---","---","---","---","---","---","---","---","---","0.000","0.000","---","0","0","0","0","2","2","3","6.00","64","14","5","2","0","0","0","5","5","0","0","0",".357","0.00%","0","0.00","1.67","147","109","38"
"77","1000083","playerP","澤村 拓一","巨人","2012","0.222","0.323","0.250","0.232","0.400","0.333","0.155","0.408","0.378","---","0.133","0.208","0.313","0.000","---","0.667","0.000","0.200","0.000","1.000","0.077","0.048","0.278","0.125","0.000","17","10","10","0","138","27","169+2/3","7.32","2786","716","172","12","54","4","0","56","54","2","1","0",".267","65.38%","70","3.60","1.33","154","102","52"
"78","1000083","playerP","澤村 拓一","巨人","2013","0.188","0.250","0.317","0.192","0.354","0.338","0.195","0.143","0.216","0.000","0.200","0.077","0.238","0.333","---","0.000","0.000","0.500","0.250","---","0.000","0.042","0.087","0.250","0.000","13","5","10","0","148","34","158+1/3","8.41","2580","654","138","18","43","5","0","58","55","3","1","0",".233","59.09%","47","2.78","1.14","154","113","41"
"79","1000083","playerP","澤村 拓一","巨人","2014","0.071","0.048","0.294","0.222","0.387","0.463","0.222","0.273","0.450","---","0.333","0.000","0.000","0.000","---","0.000","0.000","---","0.000","---","0.000","0.000","0.118","0.231","---","6","5","3","0","66","12","72+2/3","8.17","1150","299","69","3","14","2","0","31","30","2","1","0",".250","54.55%","31","3.88","1.14","153","112","41"
"80","1000083","playerP","澤村 拓一","巨人","2015","0.308","0.389","0.136","0.250","0.179","0.120","0.375","0.409","0.188","---","0.000","0.250","0.000","0.000","1.000","1.000","0.000","---","0.000","---","0.000","0.333","0.111","0.176","0.000","0","7","3","36","60","60","68+1/3","7.90","1066","282","58","4","21","3","0","12","10","0","0","0",".234","0.00%","0","0.00","1.16","157","122","35"
"81","1000083","playerP","澤村 拓一","巨人","2016","0.125","0.286","0.231","0.320","0.343","0.105","0.286","0.296","0.364","---","0.000","0.000","0.000","0.000","0.000","0.500","---","0.500","0.000","---","---","0.154","0.222","0.222","0.000","0","6","4","37","55","63","64+1/3","7.69","1045","271","60","5","22","1","0","20","19","0","0","0",".253","0.00%","0","0.00","1.27","155","122","33"
"82","1000083","playerP","澤村 拓一","巨人","2018","0.556","0.278","0.333","0.333","0.316","0.444","0.417","0.400","0.160","---","---","0.200","0.000","---","---","---","0.000","0.000","---","0.000","---","0.000","0.222","0.105","0.000","0","1","6","0","54","49","52+1/3","9.29","981","238","55","4","27","3","3","29","27","0","0","0",".274","0.00%","0","0.00","1.57","155","129","26"
"83","1000083","playerP","澤村 拓一","巨人","2019","0.375","0.182","0.182","0.444","0.400","0.071","0.231","0.294","0.375","---","---","0.250","0.000","0.000","---","0.250","---","---","---","0.000","0.000","0.250","0.182","0.143","0.000","0","2","2","1","55","43","48+1/3","10.24","825","197","40","3","17","3","1","14","14","0","0","0",".230","0.00%","2","2.57","1.18","156","128","28"
"84","1000083","playerP","澤村 拓一","ロッテ","2020","0.333","0.000","0.125","1.000","0.000","0.294","0.182","0.250","0.222","---","0.000","0.333","0.250","---","---","0.500","---","0.000","---","---","0.000","0.000","0.100","0.000","0.000","0","1","3","1","40","35","34+1/3","10.49","556","146","24","3","18","2","0","13","13","0","0","0",".197","0.00%","1","2.25","1.22","158","132","26"
"85","1000083","playerP","澤村 拓一","ロッテ","2022","0.333","0.000","0.125","1.000","0.000","0.294","0.182","0.250","0.222","---","0.000","0.333","0.250","---","---","0.500","---","0.000","---","---","0.000","0.000","0.100","0.000","0.000","0","1","3","1","40","35","34+1/3","10.49","556","146","24","3","18","2","0","13","13","0","0","0",".197","0.00%","1","2.25","1.22","158","132","26"
"86","1000083","playerP","澤村 拓一","ロッテ","2023","0.000","0.286","0.667","0.400","0.423","0.222","0.000","0.167","0.400","---","---","1.000","---","---","---","0.000","0.500","0.000","0.000","1.000","---","0.000","0.000","0.000","0.000","0","4","3","3","24","34","33","6.55","569","148","33","6","18","1","2","18","18","0","0","0",".270","0.00%","1","9.00","1.55","155","133","22"
"87","400629","playerP","ゴンザレス","巨人","2012","0.455","0.444","0.364","0.500","0.200","0.346","0.400","0.385","0.273","---","---","---","---","0.000","0.000","---","0.500","0.000","0.000","1.000","0.000","0.125","0.000","0.200","0.000","2","4","1","0","26","11","45","5.20","755","206","57","2","22","2","0","18","16","0","0","0",".326","20.00%","20","3.67","1.76","145","113","32"
"88","400629","playerP","ゴンザレス","ロッテ","2013","0.667","0.400","0.571","0.300","0.500","0.429","---","1.000","0.500","---","0.500","0.000","1.000","0.000","---","---","---","---","---","---","0.000","0.750","1.000","0.000","0.000","0","0","2","0","8","4","13+1/3","5.40","249","70","28","1","2","2","0","12","12","0","0","0",".438","0.00%","3","1.80","2.25","144","112","32"
"89","1100043","playerP","田原 誠次","巨人","2012","0.300","0.250","0.333","0.250","0.333","0.250","0.308","0.000","0.400","0.000","0.500","0.000","0.000","0.000","1.000","0.000","---","0.000","0.667","0.000","0.000","0.000","0.250","---","---","0","2","0","0","23","32","30+1/3","6.82","475","130","30","3","8","4","0","11","11","0","0","0",".265","0.00%","3","13.50","1.25","149","96","53"
"90","1100043","playerP","田原 誠次","巨人","2013","---","0.400","---","0.000","0.600","0.000","0.000","0.500","0.250","---","---","---","---","---","---","---","0.000","0.000","---","---","---","0.000","0.000","---","1.000","0","0","0","0","8","7","9","8.00","156","39","9","0","4","1","0","6","6","0","0","0",".281","0.00%","0","0.00","1.44","142","102","40"
"91","1100043","playerP","田原 誠次","巨人","2014","0.000","0.250","0.000","0.125","0.571","0.071","0.333","0.286","0.000","---","0.000","---","0.000","---","---","---","0.000","0.000","---","---","---","0.000","---","0.000","---","0","0","1","0","15","20","18+2/3","7.23","285","71","11","4","3","3","0","7","6","0","0","0",".175","0.00%","0","0.00","0.75","146","101","45"
"92","1100043","playerP","田原 誠次","巨人","2015","---","0.000","0.250","0.000","0.400","0.100","0.125","0.200","0.500","---","---","---","0.000","---","---","---","0.000","---","0.250","0.333","---","0.000","0.000","0.000","---","0","1","0","0","18","18","18","9.00","322","75","11","1","9","2","0","2","2","0","0","0",".180","0.00%","0","0.00","1.11","147","103","44"
"93","1100043","playerP","田原 誠次","巨人","2016","0.125","0.200","0.308","0.350","0.400","0.304","0.182","0.350","0.421","---","0.500","---","0.000","---","---","0.000","---","0.167","0.000","0.167","0.000","0.333","0.400","0.000","0.000","0","4","3","0","29","64","54+2/3","4.77","867","233","56","3","22","3","1","22","21","0","0","0",".279","0.00%","0","0.00","1.43","146","101","45"
"94","1100043","playerP","田原 誠次","巨人","2017","0.200","0.333","0.222","0.167","0.333","0.357","0.143","0.455","0.308","---","---","0.250","---","---","---","1.000","0.000","0.000","0.000","0.500","0.000","0.000","0.000","---","---","0","1","1","0","17","27","28","5.46","448","123","28","4","11","2","3","9","9","0","0","0",".267","0.00%","0","0.00","1.39","145","103","42"
"95","1100043","playerP","田原 誠次","巨人","2018","0.000","0.444","0.200","0.333","0.400","0.154","0.167","0.188","0.333","---","---","---","---","---","0.000","0.000","---","0.000","0.000","0.000","---","0.000","0.000","0.000","---","0","2","0","0","19","29","31+2/3","5.40","459","125","27","4","8","0","1","9","9","0","0","0",".235","0.00%","0","0.00","1.11","145","102","43"
"96","1100043","playerP","田原 誠次","巨人","2019","0.000","0.000","0.250","0.286","0.357","0.286","0.000","0.333","0.500","---","0.000","---","---","---","---","---","---","---","0.000","0.000","---","0.000","0.000","0.000","---","0","2","2","0","9","25","16+2/3","4.86","280","70","14","1","7","0","1","8","8","0","0","0",".241","0.00%","0","0.00","1.26","145","100","45"
"97","900402","playerP","星野 真澄","巨人","2012","0.500","0.000","0.000","0.000","0.000","0.000","0.375","1.000","0.400","0.000","---","---","---","---","---","---","---","0.000","0.000","---","---","0.000","0.333","---","0.000","0","1","0","0","7","6","10+1/3","6.10","160","41","9","1","1","1","0","4","4","0","0","0",".243","0.00%","0","0.00","0.97","145","119","26"
"98","500035","playerP","東野 峻","巨人","2012","0.000","0.000","0.000","0.500","0.500","---","0.000","---","---","---","---","0.000","---","---","---","0.000","---","---","---","---","---","1.000","---","---","---","0","0","0","0","2","1","5","3.60","68","18","3","1","0","1","0","2","2","0","0","0",".176","0.00%","2","3.60","0.60","143","105","38"
"99","500035","playerP","東野 峻","オリックス","2013","0.250","0.400","0.143","0.222","0.800","0.500","0.667","0.500","0.143","---","---","0.125","---","1.000","0.000","1.000","1.000","0.000","0.250","0.000","0.000","0.000","0.333","0.000","---","0","1","3","0","15","6","21+1/3","6.33","453","101","25","2","15","0","0","17","17","0","0","0",".301","0.00%","6","3.00","1.88","146","108","38"
"100","500035","playerP","東野 峻","DeNA","2015","0.000","1.000","---","0.000","0.333","0.000","0.000","---","0.500","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","---","---","0","0","0","0","0","3","4","0.00","88","20","4","0","4","0","0","3","3","0","0","0",".308","0.00%","0","0.00","2.00","144","120","24"
"101","1100039","playerP","一岡 竜司","巨人","2012","---","0.000","1.000","0.333","---","0.667","0.000","0.000","---","---","---","0.000","---","---","---","---","---","---","---","---","0.000","---","0.500","---","---","0","0","0","0","3","4","5","5.40","68","21","5","0","0","1","0","3","2","0","0","0",".278","0.00%","0","0.00","1.00","149","103","46"
"102","1100039","playerP","一岡 竜司","巨人","2013","0.000","0.429","0.500","---","0.400","0.000","0.500","0.200","0.500","---","---","0.000","---","---","---","---","0.000","---","---","---","0.000","0.000","0.000","0.000","---","0","0","0","0","8","9","10+1/3","6.97","174","44","11","0","3","0","0","6","6","0","0","0",".268","0.00%","0","0.00","1.35","149","103","46"
"103","1100039","playerP","一岡 竜司","広島","2014","0.000","0.250","0.429","0.200","0.154","0.182","0.077","0.125","0.143","0.000","0.000","0.000","---","---","---","0.000","---","---","---","0.000","---","0.000","0.333","0.000","---","0","2","0","2","27","31","31","7.84","493","114","16","0","7","0","0","3","2","0","0","0",".152","0.00%","0","0.00","0.74","151","105","46"
"104","1100039","playerP","一岡 竜司","広島","2015","0.214","0.222","0.400","0.667","0.500","0.182","0.294","0.444","0.250","---","0.000","0.000","0.000","---","0.000","---","---","---","0.000","---","0.500","0.167","0.000","0.000","---","0","2","4","1","35","38","37","8.51","715","176","42","5","21","1","0","21","17","0","0","0",".280","0.00%","0","0.00","1.70","149","102","47"
"105","1100039","playerP","一岡 竜司","広島","2016","0.091","0.125","0.000","0.400","0.364","0.500","0.333","0.000","0.000","0.000","0.000","0.000","---","---","0.000","0.000","0.000","---","0.000","---","---","---","0.000","0.000","---","0","1","1","0","21","27","24+2/3","7.66","398","96","16","0","10","0","0","5","5","0","0","0",".188","0.00%","0","0.00","1.05","148","102","46"
"106","1100039","playerP","一岡 竜司","広島","2017","0.250","0.158","0.125","0.111","0.222","0.333","0.185","0.429","0.154","---","0.250","0.143","0.000","---","1.000","0.000","0.250","0.000","0.500","0.333","0.000","0.100","0.222","0.333","0.500","0","6","2","1","58","59","58+1/3","8.95","985","234","42","1","20","0","0","14","12","0","0","0",".204","0.00%","0","0.00","1.06","151","104","47"
"107","1100039","playerP","一岡 竜司","広島","2018","0.278","0.333","0.333","0.357","0.250","0.176","0.200","0.235","0.222","---","0.000","0.000","0.000","---","0.000","---","0.000","---","0.000","---","0.000","0.182","0.077","0.000","---","0","5","6","2","61","59","56+1/3","9.75","944","238","46","7","22","0","2","20","18","0","0","0",".218","0.00%","0","0.00","1.21","149","101","48"
"108","1100039","playerP","一岡 竜司","広島","2019","0.000","0.222","0.375","0.250","0.250","0.200","0.091","0.500","0.500","---","0.167","0.250","0.000","---","0.000","---","---","0.000","0.000","---","---","0.200","0.333","0.000","---","0","0","0","0","18","33","31","5.23","484","133","29","1","10","2","0","11","10","0","0","0",".246","0.00%","0","0.00","1.26","149","106","43"
"109","1100039","playerP","一岡 竜司","広島","2020","0.400","0.250","0.667","0.400","0.273","0.250","1.000","0.375","0.200","---","0.000","0.000","0.667","---","---","---","---","---","---","---","---","0.333","0.000","0.000","---","0","0","1","1","14","19","17+1/3","7.27","300","81","25","2","5","1","0","12","12","0","0","0",".338","0.00%","0","0.00","1.73","149","102","47"
"110","1100039","playerP","一岡 竜司","広島","2022","0.500","0.333","0.000","1.000","0.667","1.000","0.500","0.200","0.000","---","0.000","0.000","0.000","---","---","---","---","---","---","---","---","0.500","0.333","0.000","---","0","1","0","0","7","10","8+2/3","7.27","155","41","15","0","1","0","0","2","2","0","0","0",".375","0.00%","0","0.00","1.85","147","100","47"
"111","1100039","playerP","一岡 竜司","広島","2023","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0","0","0","0","1","1","0+1/3","27.00","8","1","0","0","0","0","0","0","0","0","0","0",".000","0.00%","0","0.00","0.00","145","142","3"
"112","900015","playerP","笠原 将生","巨人","2012","0.500","0.273","0.444","0.333","0.000","0.667","0.200","0.600","0.000","---","0.500","0.000","0.000","---","---","---","---","---","---","---","0.000","0.000","0.000","0.000","---","1","1","0","0","14","4","13","9.69","248","64","18","1","5","1","0","8","8","0","0","0",".316","33.33%","13","9.00","1.77","148","110","38"
"113","900015","playerP","笠原 将生","巨人","2013","0.286","0.467","0.429","0.182","0.200","0.167","0.250","0.091","0.222","0.000","0.500","0.412","0.000","0.000","0.000","1.000","0.000","0.000","0.000","1.000","0.000","0.333","0.000","0.125","---","0","4","1","0","51","30","46","9.98","841","203","43","8","25","2","1","18","17","0","0","0",".251","0.00%","13","8.36","1.48","152","109","43"
"114","900015","playerP","笠原 将生","巨人","2014","0.222","0.500","0.250","0.200","0.409","0.294","0.154","0.375","0.500","---","0.000","0.500","0.333","0.000","0.000","0.000","---","---","---","---","0.000","0.000","0.500","---","---","0","2","0","1","33","26","38","7.82","674","166","43","5","15","2","1","19","18","0","0","0",".305","0.00%","1","3.00","1.53","151","104","47"
"115","900015","playerP","笠原 将生","巨人","2015","0.091","0.750","0.333","0.364","0.625","0.500","0.000","0.400","0.500","0.000","0.000","0.333","1.000","---","0.000","0.000","---","0.000","0.000","---","0.000","0.000","0.500","0.000","---","0","0","0","0","18","20","19","8.53","344","90","25","4","11","0","0","13","13","0","0","0",".325","0.00%","0","0.00","1.89","149","112","37"
