"id","playerid","role","name","team","year","s1","s2","s3","s4","s5","s6","s7","s8","s9","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","ballsum","ballnoswing","strikesum","strikenoswing","strikeeirswing","plateappearance","hit","single","twobase","threebase","homerun","walk","hitbypitch","strikeout","doubleplay","atbats","sacrificeflight","allbunt","okbunt","allstolenbase","stolenbase"
"3319","1300100","playerB","森 友哉","オリックス","2023","0.174","0.429","0.185","0.235","0.463","0.448","0.375","0.333","0.208","---","0.000","0.000","0.000","---","---","0.333","0.000","0.250","1.000","0.000","0.000","0.000","0.176","0.100","0.000","858","674","859","194","73","453","113","69","24","2","18","54","7","61","9","384","7","2","1","5","4"
"3339","1300101","playerB","山川 穂高","西武","2023","0.375","0.250","0.000","0.250","0.000","0.500","0.273","0.500","0.000","---","---","---","---","---","0.000","---","0.000","---","---","---","0.000","0.000","0.250","0.667","---","131","88","125","30","16","62","15","11","4","0","0","3","0","17","1","59","0","0","0","0","0"
"3347","1400184","playerB","外崎 修汰","西武","2023","0.244","0.468","0.107","0.308","0.349","0.308","0.306","0.259","0.091","0.000","0.300","0.300","0.000","---","0.000","0.000","0.000","0.500","0.000","0.000","0.111","0.000","0.053","0.000","0.000","1165","914","1278","472","128","571","131","88","28","3","12","56","5","114","11","503","4","4","3","29","26"
"3353","1400182","playerB","髙橋 光成","西武","2023","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","4","3","8","4","3","3","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0"
"3371","1500105","playerB","呉 念庭","西武","2023","0.000","0.222","0.000","0.000","0.333","0.182","0.000","0.667","0.286","---","---","---","1.000","---","---","---","---","1.000","---","0.000","0.000","0.000","0.000","0.200","---","191","151","189","59","18","92","16","12","2","1","1","13","0","25","2","78","0","3","1","1","1"
"3386","1600129","playerB","源田 壮亮","西武","2023","0.300","0.317","0.292","0.353","0.389","0.280","0.286","0.280","0.256","0.000","0.000","0.333","0.000","0.000","0.000","0.000","0.250","0.000","---","0.000","0.000","0.077","0.211","0.200","0.000","784","556","973","306","55","435","102","89","9","4","0","26","3","82","5","397","1","12","8","8","5"
"3392","1500102","playerB","愛斗","西武","2023","0.190","0.158","0.250","0.370","0.222","0.150","0.440","0.222","0.200","0.000","0.500","0.333","0.000","1.000","0.500","0.000","0.143","0.000","0.222","---","0.059","0.063","0.000","0.200","0.000","452","263","495","131","39","267","55","33","18","0","4","3","2","55","7","257","1","4","4","7","2"
"3405","1400186","playerB","山田 遥楓","日本ハム","2023","0.200","0.500","---","0.214","0.000","0.000","0.500","0.000","---","---","---","---","---","---","---","---","---","---","0.000","---","0.000","0.500","0.500","0.000","---","84","68","100","28","13","46","11","9","2","0","0","4","1","6","0","41","0","1","0","0","0"
"3412","1800086","playerB","佐藤 龍世","西武","2023","0.214","0.385","0.385","0.292","0.258","0.400","0.167","0.400","0.125","---","---","0.667","0.000","0.000","---","0.000","0.000","---","0.000","0.000","0.000","0.111","0.333","0.000","0.000","532","432","599","249","48","257","55","40","9","3","3","42","2","41","6","209","1","5","3","3","2"
"3419","1600130","playerB","鈴木 将平","西武","2023","0.059","0.429","0.438","0.438","0.294","0.200","0.000","0.190","0.258","---","0.333","0.333","0.000","0.000","0.500","0.000","---","0.500","---","0.000","0.000","0.000","0.000","0.200","0.000","453","327","602","238","23","267","58","48","8","2","0","15","1","34","3","242","1","9","8","10","10"
"3424","1800082","playerB","山野辺 翔","西武","2023","0.250","0.333","1.000","0.000","0.200","---","0.000","0.333","0.000","---","1.000","---","0.000","---","---","---","---","---","---","---","0.000","1.000","0.000","---","---","69","45","82","15","7","43","8","7","1","0","0","1","1","3","0","39","0","3","2","8","6"
"3427","1700127","playerB","高木 渉","西武","2023","---","0.000","0.000","---","---","0.000","0.000","0.333","0.000","---","---","1.000","---","---","---","---","---","---","---","1.000","---","0.000","0.000","0.000","---","32","20","40","11","6","19","3","3","0","0","0","0","0","8","0","19","0","0","0","0","0"
"3430","1800080","playerB","松本 航","西武","2023","---","---","---","---","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","4","2","13","5","0","5","0","0","0","0","0","0","0","3","0","4","0","1","1","0","0"
"3437","1700122","playerB","西川 愛也","西武","2023","0.250","0.429","0.125","0.750","0.143","0.214","0.250","0.600","0.267","---","0.000","0.000","0.000","---","---","---","---","0.000","0.000","0.000","---","0.000","0.333","0.125","0.000","190","120","214","59","19","109","22","17","4","0","1","5","1","16","0","97","1","6","5","4","4"
"3440","1900065","playerB","柘植 世那","西武","2023","0.125","0.231","0.000","0.250","0.375","0.167","0.167","0.350","0.222","0.000","0.000","0.000","---","0.000","---","---","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","---","235","161","277","73","24","137","23","19","4","0","0","3","2","23","5","125","1","7","6","1","0"
"3443","1900068","playerB","岸 潤一郎","西武","2023","0.000","0.222","0.333","0.200","0.385","0.333","0.053","0.250","0.200","---","0.000","0.000","---","---","---","0.000","0.000","1.000","---","0.000","0.000","0.000","0.429","0.000","---","347","262","415","128","24","197","37","29","5","0","3","11","4","33","6","177","1","6","4","5","3"
"3445","1700125","playerB","與座 海人","西武","2023","---","---","---","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","4","4","10","3","1","3","0","0","0","0","0","0","0","2","0","3","0","0","0","0","0"
"3447","2000070","playerB","若林 楽人","西武","2023","0.143","0.375","1.000","0.267","0.429","0.143","0.250","0.167","0.500","---","0.000","0.333","0.000","---","---","---","0.000","---","0.000","---","0.000","0.000","0.000","0.000","0.000","161","97","176","43","34","94","22","15","5","1","1","2","0","30","2","90","0","2","2","6","4"
"3454","1500112","playerB","平沼 翔太","西武","2023","0.167","0.200","0.167","0.091","0.500","0.500","0.143","0.200","0.182","---","---","0.000","0.000","---","---","0.000","---","0.000","0.000","0.000","---","0.000","0.167","0.500","0.000","182","141","246","109","9","110","25","19","2","2","2","5","1","18","3","102","1","1","1","3","3"
"3456","2000067","playerB","渡部 健人","西武","2023","0.200","0.400","0.200","0.316","0.357","0.154","0.176","0.353","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.200","---","0.000","0.083","0.000","0.000","0.000","378","256","420","101","47","209","41","22","13","0","6","11","5","63","2","192","1","0","0","3","2"
"3461","1700124","playerB","平良 海馬","西武","2023","---","---","---","0.000","---","---","---","0.000","0.000","---","---","---","---","---","---","---","---","---","0.000","---","---","---","---","---","---","11","10","17","5","9","6","0","0","0","0","0","0","0","4","0","6","0","0","0","0","0"
"3462","2108196","playerB","マキノン","西武","2023","0.207","0.146","0.333","0.316","0.333","0.390","0.296","0.224","0.357","---","0.800","0.000","0.000","0.000","0.250","0.000","0.667","0.250","0.222","0.000","0.000","0.071","0.077","0.000","0.000","964","734","1052","333","76","514","120","86","17","2","15","48","0","91","7","464","2","0","0","2","1"
"3463","2000069","playerB","山村 崇嘉","西武","2023","---","1.000","---","1.000","0.333","0.000","---","0.500","0.000","---","---","---","---","---","---","---","---","---","---","---","---","0.000","0.000","---","0.000","30","15","23","7","2","15","4","2","0","0","2","1","0","5","0","14","0","0","0","0","0"
"3464","1850820","playerB","蛭間 拓哉","西武","2023","0.375","0.143","0.154","0.417","0.353","0.313","0.111","0.158","0.269","---","0.000","0.000","0.000","0.000","---","0.500","---","0.000","---","0.333","---","0.000","0.286","0.000","0.000","371","267","430","84","42","223","46","38","6","0","2","14","0","37","2","198","2","9","9","0","0"
"3465","2000075","playerB","長谷川 信哉","西武","2023","0.467","0.083","0.300","0.269","0.238","0.125","0.269","0.000","0.000","---","0.500","0.333","0.500","---","0.250","---","0.000","0.000","0.500","0.000","0.250","0.167","0.000","0.000","---","341","247","434","148","19","198","40","27","9","0","4","11","3","34","3","180","2","2","2","6","3"
"3466","2105684","playerB","児玉 亮涼","西武","2023","0.667","0.600","0.273","0.150","0.167","0.429","0.059","0.333","0.500","---","---","0.333","---","---","0.000","---","0.000","---","0.000","---","0.000","0.000","0.000","---","0.000","201","148","286","89","24","132","27","22","3","2","0","4","0","30","2","122","1","5","5","5","2"
"3467","1750472","playerB","古賀 悠斗","西武","2023","0.231","0.100","0.214","0.179","0.357","0.368","0.107","0.286","0.231","---","0.500","0.000","0.333","---","---","0.000","---","1.000","0.500","---","0.000","0.000","0.000","0.000","0.000","467","376","610","178","53","282","52","36","14","0","2","23","3","54","8","239","0","21","17","1","1"
"3468","1961286","playerB","ペイトン","西武","2023","0.400","0.450","0.308","0.000","0.226","0.154","0.000","0.125","0.231","---","0.000","0.000","---","---","---","0.500","0.000","0.167","---","0.429","0.000","0.000","0.143","0.125","0.000","414","289","453","131","47","225","44","31","8","0","5","14","1","46","6","205","2","3","3","3","1"
"3469","2103618","playerB","滝澤 夏央","西武","2023","---","0.500","0.000","0.000","0.000","---","---","0.500","0.000","---","---","---","---","---","---","---","---","0.000","---","0.000","---","---","---","0.000","---","27","19","36","14","3","17","3","2","0","0","1","0","0","4","0","16","0","1","1","0","0"
"3470","2103949","playerB","古市 尊","西武","2023","0.000","0.167","0.333","0.167","0.286","0.000","0.333","0.167","---","---","---","1.000","---","---","0.000","---","0.000","0.000","0.000","---","0.000","0.000","0.000","0.000","---","79","47","104","22","9","56","8","8","0","0","0","2","1","13","0","50","0","4","3","1","0"
"3471","1961288","playerB","エンス","西武","2023","---","---","---","---","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","1","1","3","2","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"3472","1751148","playerB","隅田 知一郎","西武","2023","---","---","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","3","2","6","3","0","2","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0"
"3522","1000100","playerB","西川 遥輝","楽天","2023","0.250","0.500","0.333","0.250","0.167","0.000","0.000","0.200","0.200","---","---","0.333","0.000","---","---","0.000","---","0.000","---","---","0.000","---","---","---","0.000","171","148","206","67","23","87","13","9","2","1","1","11","0","24","0","72","1","3","2","2","2"
"3547","1100097","playerB","近藤 健介","ソフトバンク","2023","0.194","0.238","0.292","0.341","0.456","0.333","0.292","0.426","0.246","---","0.000","0.000","0.000","---","---","---","0.000","0.286","---","0.143","0.000","0.111","0.105","0.091","0.333","1279","1098","1441","568","102","613","149","90","33","0","26","109","6","117","7","492","6","0","0","6","3"
"3566","900069","playerB","中島 卓也","日本ハム","2023","0.000","0.500","0.000","0.200","0.000","0.000","0.333","0.667","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","50","40","77","25","4","32","6","6","0","0","0","2","0","5","0","29","0","1","1","3","2"
"3599","1100095","playerB","松本 剛","日本ハム","2023","0.320","0.237","0.231","0.306","0.278","0.227","0.319","0.419","0.500","---","0.000","0.000","0.200","0.000","0.000","0.000","0.750","0.167","0.000","---","0.000","0.143","0.167","0.000","0.000","920","688","1140","343","43","561","140","119","16","2","3","37","7","57","11","507","3","7","7","23","12"
"3615","1300049","playerB","石川 亮","オリックス","2023","1.000","0.000","0.000","0.000","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","---","---","---","20","18","27","7","3","11","1","1","0","0","0","0","0","3","0","11","0","1","0","0","0"
"3630","1100099","playerB","上沢 直之","日本ハム","2023","---","1.000","---","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","3","2","8","4","0","3","1","1","0","0","0","0","0","2","0","3","0","0","0","0","0"
"3647","1400119","playerB","淺間 大基","日本ハム","2023","0.000","0.667","0.000","0.200","0.333","0.250","0.000","0.667","0.143","---","---","---","---","0.000","---","0.000","---","0.000","---","---","---","---","0.000","0.000","0.000","65","38","76","17","11","38","8","4","3","1","0","1","0","10","1","36","0","1","1","0","0"
"3656","1400118","playerB","清水 優心","日本ハム","2023","0.000","0.000","---","0.429","0.200","0.333","0.111","0.600","---","---","0.000","0.500","---","---","---","---","---","---","0.250","---","0.000","0.000","---","---","---","90","70","113","29","11","60","13","12","1","0","0","4","0","13","1","50","0","6","6","1","1"
"3664","1400117","playerB","有原 航平","ソフトバンク","2023","---","---","---","---","---","---","---","---","---","---","1.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","3","0","4","4","0","2","1","1","0","0","0","0","0","1","0","2","0","0","0","0","0"
"3677","1500110","playerB","加藤 貴之","日本ハム","2023","---","---","0.000","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","3","3","7","3","3","2","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"3686","1600134","playerB","石井 一成","日本ハム","2023","0.000","0.200","0.400","0.125","0.222","0.071","0.667","0.143","0.333","---","---","---","---","---","---","0.000","1.000","0.000","---","0.000","---","---","0.000","0.000","---","204","167","237","76","15","100","14","9","3","2","0","14","0","27","0","83","0","3","3","3","3"
"3693","1600138","playerB","郡 拓也","日本ハム","2023","---","0.500","---","0.200","0.333","0.000","0.000","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","0.000","1.000","---","---","21","16","28","7","3","15","4","3","1","0","0","0","0","1","0","15","0","1","0","1","1"
"3698","1500109","playerB","上原 健太","日本ハム","2023","---","---","1.000","---","0.000","0.000","---","---","0.000","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","4","2","11","3","3","4","1","1","0","0","0","0","0","2","1","4","0","0","0","0","0"
"3703","1700025","playerB","清宮 幸太郎","日本ハム","2023","0.300","0.241","0.100","0.389","0.353","0.328","0.250","0.303","0.231","---","---","0.000","0.000","---","0.000","---","0.000","0.000","---","0.250","0.000","0.000","0.045","0.167","0.000","815","626","799","227","82","416","87","56","20","1","10","53","3","69","6","356","4","0","0","4","2"
"3710","1800127","playerB","王 柏融","日本ハム","2023","0.000","0.000","0.333","0.000","0.500","0.308","---","0.000","0.400","---","---","0.500","---","1.000","---","0.000","---","---","---","0.000","---","---","0.000","0.000","0.000","96","70","88","25","13","45","10","8","0","1","1","3","0","16","1","42","0","0","0","0","0"
